text,tokens,tags
Mi nombre es María Ramírez Pérez y mi DNI es 91212919.,Mi nombre es María Ramírez Pérez y mi DNI es 91212919 .,O O O B-NOMBRE B-APELLIDO I-APELLIDO O O O O B-DNI O
Soy María Quispe Rojas; DNI 36136297; fecha de nacimiento 21 de enero de 1997.,Soy María Quispe Rojas ; DNI 36136297 ; fecha de nacimiento 21 de enero de 1997 .,O B-NOMBRE B-APELLIDO I-APELLIDO O O B-DNI O O O O B-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC O
Para el registro: Juan Flores Pérez; DNI 24289429; tel +51 918766990.,Para el registro : Juan Flores Pérez ; DNI 24289429 ; tel + 51 918766990 .,O O O O B-NOMBRE B-APELLIDO I-APELLIDO O O B-DNI O O B-TELEFONO I-TELEFONO I-TELEFONO O
"María García; teléfono +51 946127119; DNI 42257238; domicilio Av. Pérez 9353, Lima.","María García ; teléfono + 51 946127119 ; DNI 42257238 ; domicilio Av . Pérez 9353 , Lima .",B-NOMBRE B-APELLIDO O O B-TELEFONO I-TELEFONO I-TELEFONO O O B-DNI O O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O
"Actualiza: Juan García Quispe, Calle Rojas 8295, Miraflores, +51 957868637, 11137995.","Actualiza : Juan García Quispe , Calle Rojas 8295 , Miraflores , + 51 957868637 , 11137995 .",O O B-NOMBRE B-APELLIDO I-APELLIDO O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O B-TELEFONO I-TELEFONO I-TELEFONO O B-DNI O
Soy Ana Flores García; DNI 54468774; fecha de nacimiento 4 de mayo de 1996.,Soy Ana Flores García ; DNI 54468774 ; fecha de nacimiento 4 de mayo de 1996 .,O B-NOMBRE B-APELLIDO I-APELLIDO O O B-DNI O O O O B-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC O
Soy Lucía García Quispe; DNI 31638985; fecha de nacimiento 4 de septiembre de 1979.,Soy Lucía García Quispe ; DNI 31638985 ; fecha de nacimiento 4 de septiembre de 1979 .,O B-NOMBRE B-APELLIDO I-APELLIDO O O B-DNI O O O O B-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC O
El DNI es 77326285; el titular Ana Ramírez Flores; nació el 18 de enero de 1983.,El DNI es 77326285 ; el titular Ana Ramírez Flores ; nació el 18 de enero de 1983 .,O O O B-DNI O O O B-NOMBRE B-APELLIDO I-APELLIDO O O O B-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC O
Para el registro: Carlos Rojas; DNI 15370440; tel +51 962027391.,Para el registro : Carlos Rojas ; DNI 15370440 ; tel + 51 962027391 .,O O O O B-NOMBRE B-APELLIDO O O B-DNI O O B-TELEFONO I-TELEFONO I-TELEFONO O
El DNI es 51546065; el titular Lucía García Flores; nació el 27 de enero de 1984.,El DNI es 51546065 ; el titular Lucía García Flores ; nació el 27 de enero de 1984 .,O O O B-DNI O O O B-NOMBRE B-APELLIDO I-APELLIDO O O O B-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC O
"José Quispe Pérez; dirección Av. García 3035, San Borja; DNI 58765094.","José Quispe Pérez ; dirección Av . García 3035 , San Borja ; DNI 58765094 .",B-NOMBRE B-APELLIDO I-APELLIDO O O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O O B-DNI O
"Actualiza: José Rojas, Av. Pérez 8099, Lima, +51 928850509, 97280725.","Actualiza : José Rojas , Av . Pérez 8099 , Lima , + 51 928850509 , 97280725 .",O O B-NOMBRE B-APELLIDO O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O B-TELEFONO I-TELEFONO I-TELEFONO O B-DNI O
"Titular Lucía Pérez Flores, documento 69166889, vive en Calle Quispe 1467, San Borja.","Titular Lucía Pérez Flores , documento 69166889 , vive en Calle Quispe 1467 , San Borja .",O B-NOMBRE B-APELLIDO I-APELLIDO O O B-DNI O O O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O
"Actualiza: José Ramírez, Av. Ramírez 4111, Surco, +51 993297363, 15727818.","Actualiza : José Ramírez , Av . Ramírez 4111 , Surco , + 51 993297363 , 15727818 .",O O B-NOMBRE B-APELLIDO O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O B-TELEFONO I-TELEFONO I-TELEFONO O B-DNI O
"Juan Flores Pérez; dirección Jr. Rojas 7673, Lima; DNI 63590510.","Juan Flores Pérez ; dirección Jr . Rojas 7673 , Lima ; DNI 63590510 .",B-NOMBRE B-APELLIDO I-APELLIDO O O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O O B-DNI O
"Actualiza: Lucía Rojas, Jr. Ramírez 1875, San Borja, +51 921518907, 24645711.","Actualiza : Lucía Rojas , Jr . Ramírez 1875 , San Borja , + 51 921518907 , 24645711 .",O O B-NOMBRE B-APELLIDO O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O B-TELEFONO I-TELEFONO I-TELEFONO O B-DNI O
Soy María García Quispe; DNI 55959309; fecha de nacimiento 27 de junio de 1982.,Soy María García Quispe ; DNI 55959309 ; fecha de nacimiento 27 de junio de 1982 .,O B-NOMBRE B-APELLIDO I-APELLIDO O O B-DNI O O O O B-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC O
"Actualiza: Juan Rojas Flores, Calle Pérez 613, Surco, +51 938651477, 95928388.","Actualiza : Juan Rojas Flores , Calle Pérez 613 , Surco , + 51 938651477 , 95928388 .",O O B-NOMBRE B-APELLIDO I-APELLIDO O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O B-TELEFONO I-TELEFONO I-TELEFONO O B-DNI O
Soy Juan Quispe; DNI 67728351; fecha de nacimiento 12 de enero de 2004.,Soy Juan Quispe ; DNI 67728351 ; fecha de nacimiento 12 de enero de 2004 .,O B-NOMBRE B-APELLIDO O O B-DNI O O O O B-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC O
El DNI es 21219432; el titular Lucía Ramírez Flores; nació el 20 de mayo de 1983.,El DNI es 21219432 ; el titular Lucía Ramírez Flores ; nació el 20 de mayo de 1983 .,O O O B-DNI O O O B-NOMBRE B-APELLIDO I-APELLIDO O O O B-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC O
"Contacto Lucía Pérez — +51 999878149 — Calle Flores 980, Lima — 38736673.","Contacto Lucía Pérez — + 51 999878149 — Calle Flores 980 , Lima — 38736673 .",O B-NOMBRE B-APELLIDO O B-TELEFONO I-TELEFONO I-TELEFONO O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O B-DNI O
Para el registro: José Quispe Rojas; DNI 74642647; tel +51 973820451.,Para el registro : José Quispe Rojas ; DNI 74642647 ; tel + 51 973820451 .,O O O O B-NOMBRE B-APELLIDO I-APELLIDO O O B-DNI O O B-TELEFONO I-TELEFONO I-TELEFONO O
"Formulario: Lucía Pérez, 90145249, +51 936650269, Av. Ramírez 9577, Surco, nacido el 27 de junio de 1976.","Formulario : Lucía Pérez , 90145249 , + 51 936650269 , Av . Ramírez 9577 , Surco , nacido el 27 de junio de 1976 .",O O B-NOMBRE B-APELLIDO O B-DNI O B-TELEFONO I-TELEFONO I-TELEFONO O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O O O B-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC O
Para el registro: Ana Ramírez; DNI 52481963; tel +51 911904117.,Para el registro : Ana Ramírez ; DNI 52481963 ; tel + 51 911904117 .,O O O O B-NOMBRE B-APELLIDO O O B-DNI O O B-TELEFONO I-TELEFONO I-TELEFONO O
"Registrar: Ana Pérez García, DNI 70473000, celular +51 926873477.","Registrar : Ana Pérez García , DNI 70473000 , celular + 51 926873477 .",O O B-NOMBRE B-APELLIDO I-APELLIDO O O B-DNI O O B-TELEFONO I-TELEFONO I-TELEFONO O
"Datos: Ana Rojas — 83294452 — +51 932293702 — Psje. Flores 5803, Miraflores.","Datos : Ana Rojas — 83294452 — + 51 932293702 — Psje . Flores 5803 , Miraflores .",O O B-NOMBRE B-APELLIDO O B-DNI O B-TELEFONO I-TELEFONO I-TELEFONO O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O
El DNI es 58827665; el titular Carlos Quispe; nació el 15 de mayo de 2001.,El DNI es 58827665 ; el titular Carlos Quispe ; nació el 15 de mayo de 2001 .,O O O B-DNI O O O B-NOMBRE B-APELLIDO O O O B-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC O
"Actualiza: Ana Rojas, Calle Pérez 7077, Surco, +51 957208264, 65081185.","Actualiza : Ana Rojas , Calle Pérez 7077 , Surco , + 51 957208264 , 65081185 .",O O B-NOMBRE B-APELLIDO O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O B-TELEFONO I-TELEFONO I-TELEFONO O B-DNI O
Para el registro: Juan Rojas; DNI 67496675; tel +51 960079518.,Para el registro : Juan Rojas ; DNI 67496675 ; tel + 51 960079518 .,O O O O B-NOMBRE B-APELLIDO O O B-DNI O O B-TELEFONO I-TELEFONO I-TELEFONO O
Soy Lucía Ramírez Rojas; DNI 95108432; fecha de nacimiento 21 de febrero de 1999.,Soy Lucía Ramírez Rojas ; DNI 95108432 ; fecha de nacimiento 21 de febrero de 1999 .,O B-NOMBRE B-APELLIDO I-APELLIDO O O B-DNI O O O O B-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC O
Mi nombre es Carlos García y mi DNI es 76626341.,Mi nombre es Carlos García y mi DNI es 76626341 .,O O O B-NOMBRE B-APELLIDO O O O O B-DNI O
Mi nombre es Ana Rojas Flores y mi DNI es 39914362.,Mi nombre es Ana Rojas Flores y mi DNI es 39914362 .,O O O B-NOMBRE B-APELLIDO I-APELLIDO O O O O B-DNI O
Para el registro: Lucía Ramírez Rojas; DNI 11020743; tel +51 960283839.,Para el registro : Lucía Ramírez Rojas ; DNI 11020743 ; tel + 51 960283839 .,O O O O B-NOMBRE B-APELLIDO I-APELLIDO O O B-DNI O O B-TELEFONO I-TELEFONO I-TELEFONO O
"Titular José Rojas, documento 42420888, vive en Psje. García 354, Lima.","Titular José Rojas , documento 42420888 , vive en Psje . García 354 , Lima .",O B-NOMBRE B-APELLIDO O O B-DNI O O O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O
Para el registro: Carlos Pérez; DNI 52610231; tel +51 954975010.,Para el registro : Carlos Pérez ; DNI 52610231 ; tel + 51 954975010 .,O O O O B-NOMBRE B-APELLIDO O O B-DNI O O B-TELEFONO I-TELEFONO I-TELEFONO O
Soy María Rojas; DNI 16923083; fecha de nacimiento 31 de enero de 1988.,Soy María Rojas ; DNI 16923083 ; fecha de nacimiento 31 de enero de 1988 .,O B-NOMBRE B-APELLIDO O O B-DNI O O O O B-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC O
Para el registro: Carlos Flores García; DNI 26955763; tel +51 977680235.,Para el registro : Carlos Flores García ; DNI 26955763 ; tel + 51 977680235 .,O O O O B-NOMBRE B-APELLIDO I-APELLIDO O O B-DNI O O B-TELEFONO I-TELEFONO I-TELEFONO O
El DNI es 53272417; el titular José Flores; nació el 9 de julio de 1970.,El DNI es 53272417 ; el titular José Flores ; nació el 9 de julio de 1970 .,O O O B-DNI O O O B-NOMBRE B-APELLIDO O O O B-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC O
El DNI es 20572666; el titular Carlos Pérez Ramírez; nació el 18 de junio de 1998.,El DNI es 20572666 ; el titular Carlos Pérez Ramírez ; nació el 18 de junio de 1998 .,O O O B-DNI O O O B-NOMBRE B-APELLIDO I-APELLIDO O O O B-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC O
El DNI es 49852264; el titular José Ramírez Flores; nació el 29 de julio de 1999.,El DNI es 49852264 ; el titular José Ramírez Flores ; nació el 29 de julio de 1999 .,O O O B-DNI O O O B-NOMBRE B-APELLIDO I-APELLIDO O O O B-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC O
Mi nombre es José Flores García y mi DNI es 95682794.,Mi nombre es José Flores García y mi DNI es 95682794 .,O O O B-NOMBRE B-APELLIDO I-APELLIDO O O O O B-DNI O
"Registrar: María Flores García, DNI 20385959, celular +51 976336447.","Registrar : María Flores García , DNI 20385959 , celular + 51 976336447 .",O O B-NOMBRE B-APELLIDO I-APELLIDO O O B-DNI O O B-TELEFONO I-TELEFONO I-TELEFONO O
Mi nombre es Lucía Ramírez García y mi DNI es 38225447.,Mi nombre es Lucía Ramírez García y mi DNI es 38225447 .,O O O B-NOMBRE B-APELLIDO I-APELLIDO O O O O B-DNI O
"Titular Juan Ramírez, documento 86140891, vive en Av. García 5716, San Isidro.","Titular Juan Ramírez , documento 86140891 , vive en Av . García 5716 , San Isidro .",O B-NOMBRE B-APELLIDO O O B-DNI O O O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O
"Formulario: Carlos Flores Pérez, 44158548, +51 926320018, Jr. Pérez 584, Surco, nacido el 13 de enero de 1971.","Formulario : Carlos Flores Pérez , 44158548 , + 51 926320018 , Jr . Pérez 584 , Surco , nacido el 13 de enero de 1971 .",O O B-NOMBRE B-APELLIDO I-APELLIDO O B-DNI O B-TELEFONO I-TELEFONO I-TELEFONO O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O O O B-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC O
"Carlos Flores; teléfono +51 925406645; DNI 58974793; domicilio Jr. García 5466, Miraflores.","Carlos Flores ; teléfono + 51 925406645 ; DNI 58974793 ; domicilio Jr . García 5466 , Miraflores .",B-NOMBRE B-APELLIDO O O B-TELEFONO I-TELEFONO I-TELEFONO O O B-DNI O O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O
"Registrar: Ana Flores, DNI 45915393, celular +51 946730893.","Registrar : Ana Flores , DNI 45915393 , celular + 51 946730893 .",O O B-NOMBRE B-APELLIDO O O B-DNI O O B-TELEFONO I-TELEFONO I-TELEFONO O
"Ana Ramírez Rojas; teléfono +51 978807596; DNI 68527249; domicilio Psje. Flores 4197, Miraflores.","Ana Ramírez Rojas ; teléfono + 51 978807596 ; DNI 68527249 ; domicilio Psje . Flores 4197 , Miraflores .",B-NOMBRE B-APELLIDO I-APELLIDO O O B-TELEFONO I-TELEFONO I-TELEFONO O O B-DNI O O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O
El DNI es 88335942; el titular Ana Rojas García; nació el 11 de junio de 1989.,El DNI es 88335942 ; el titular Ana Rojas García ; nació el 11 de junio de 1989 .,O O O B-DNI O O O B-NOMBRE B-APELLIDO I-APELLIDO O O O B-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC O
"Actualiza: Lucía Quispe Ramírez, Psje. Rojas 3372, Surco, +51 924436339, 93605694.","Actualiza : Lucía Quispe Ramírez , Psje . Rojas 3372 , Surco , + 51 924436339 , 93605694 .",O O B-NOMBRE B-APELLIDO I-APELLIDO O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O B-TELEFONO I-TELEFONO I-TELEFONO O B-DNI O
Para el registro: Ana Rojas; DNI 32447787; tel +51 914531191.,Para el registro : Ana Rojas ; DNI 32447787 ; tel + 51 914531191 .,O O O O B-NOMBRE B-APELLIDO O O B-DNI O O B-TELEFONO I-TELEFONO I-TELEFONO O
El DNI es 34146337; el titular Carlos García Ramírez; nació el 5 de abril de 1973.,El DNI es 34146337 ; el titular Carlos García Ramírez ; nació el 5 de abril de 1973 .,O O O B-DNI O O O B-NOMBRE B-APELLIDO I-APELLIDO O O O B-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC O
"Datos: Ana Flores Quispe — 26415312 — +51 911292919 — Calle Ramírez 278, San Isidro.","Datos : Ana Flores Quispe — 26415312 — + 51 911292919 — Calle Ramírez 278 , San Isidro .",O O B-NOMBRE B-APELLIDO I-APELLIDO O B-DNI O B-TELEFONO I-TELEFONO I-TELEFONO O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O
"Actualiza: Carlos Flores, Psje. Quispe 9959, Miraflores, +51 918889930, 85382123.","Actualiza : Carlos Flores , Psje . Quispe 9959 , Miraflores , + 51 918889930 , 85382123 .",O O B-NOMBRE B-APELLIDO O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O B-TELEFONO I-TELEFONO I-TELEFONO O B-DNI O
"Datos: Juan Ramírez Pérez — 20042733 — +51 987034049 — Psje. Ramírez 7230, San Isidro.","Datos : Juan Ramírez Pérez — 20042733 — + 51 987034049 — Psje . Ramírez 7230 , San Isidro .",O O B-NOMBRE B-APELLIDO I-APELLIDO O B-DNI O B-TELEFONO I-TELEFONO I-TELEFONO O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O
Para el registro: María Rojas Ramírez; DNI 16280294; tel +51 946831418.,Para el registro : María Rojas Ramírez ; DNI 16280294 ; tel + 51 946831418 .,O O O O B-NOMBRE B-APELLIDO I-APELLIDO O O B-DNI O O B-TELEFONO I-TELEFONO I-TELEFONO O
"Formulario: José Flores Pérez, 12854636, +51 948257007, Av. Ramírez 9533, Lima, nacido el 18 de septiembre de 1990.","Formulario : José Flores Pérez , 12854636 , + 51 948257007 , Av . Ramírez 9533 , Lima , nacido el 18 de septiembre de 1990 .",O O B-NOMBRE B-APELLIDO I-APELLIDO O B-DNI O B-TELEFONO I-TELEFONO I-TELEFONO O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O O O B-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC O
"Titular María Rojas, documento 14967155, vive en Av. Quispe 366, Lima.","Titular María Rojas , documento 14967155 , vive en Av . Quispe 366 , Lima .",O B-NOMBRE B-APELLIDO O O B-DNI O O O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O
"Registrar: Lucía Quispe, DNI 52572475, celular +51 956415774.","Registrar : Lucía Quispe , DNI 52572475 , celular + 51 956415774 .",O O B-NOMBRE B-APELLIDO O O B-DNI O O B-TELEFONO I-TELEFONO I-TELEFONO O
"Formulario: Juan Ramírez Rojas, 76214520, +51 996046600, Av. Quispe 1783, Lima, nacido el 19 de enero de 1980.","Formulario : Juan Ramírez Rojas , 76214520 , + 51 996046600 , Av . Quispe 1783 , Lima , nacido el 19 de enero de 1980 .",O O B-NOMBRE B-APELLIDO I-APELLIDO O B-DNI O B-TELEFONO I-TELEFONO I-TELEFONO O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O O O B-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC O
Mi nombre es Juan Quispe Rojas y mi DNI es 40379009.,Mi nombre es Juan Quispe Rojas y mi DNI es 40379009 .,O O O B-NOMBRE B-APELLIDO I-APELLIDO O O O O B-DNI O
"Contacto Juan García Ramírez — +51 950841125 — Av. Quispe 5495, Surco — 16442905.","Contacto Juan García Ramírez — + 51 950841125 — Av . Quispe 5495 , Surco — 16442905 .",O B-NOMBRE B-APELLIDO I-APELLIDO O B-TELEFONO I-TELEFONO I-TELEFONO O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O B-DNI O
Soy José Flores; DNI 88309763; fecha de nacimiento 12 de octubre de 2003.,Soy José Flores ; DNI 88309763 ; fecha de nacimiento 12 de octubre de 2003 .,O B-NOMBRE B-APELLIDO O O B-DNI O O O O B-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC O
"Formulario: Lucía Ramírez, 26424667, +51 980029938, Jr. Pérez 7930, San Borja, nacido el 2 de agosto de 1982.","Formulario : Lucía Ramírez , 26424667 , + 51 980029938 , Jr . Pérez 7930 , San Borja , nacido el 2 de agosto de 1982 .",O O B-NOMBRE B-APELLIDO O B-DNI O B-TELEFONO I-TELEFONO I-TELEFONO O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O O O B-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC O
Para el registro: Ana García Quispe; DNI 49759879; tel +51 921112459.,Para el registro : Ana García Quispe ; DNI 49759879 ; tel + 51 921112459 .,O O O O B-NOMBRE B-APELLIDO I-APELLIDO O O B-DNI O O B-TELEFONO I-TELEFONO I-TELEFONO O
"Registrar: Juan García, DNI 38517975, celular +51 911762024.","Registrar : Juan García , DNI 38517975 , celular + 51 911762024 .",O O B-NOMBRE B-APELLIDO O O B-DNI O O B-TELEFONO I-TELEFONO I-TELEFONO O
"Registrar: José Pérez Ramírez, DNI 78978156, celular +51 952058336.","Registrar : José Pérez Ramírez , DNI 78978156 , celular + 51 952058336 .",O O B-NOMBRE B-APELLIDO I-APELLIDO O O B-DNI O O B-TELEFONO I-TELEFONO I-TELEFONO O
"Registrar: María Quispe Rojas, DNI 70724380, celular +51 993279154.","Registrar : María Quispe Rojas , DNI 70724380 , celular + 51 993279154 .",O O B-NOMBRE B-APELLIDO I-APELLIDO O O B-DNI O O B-TELEFONO I-TELEFONO I-TELEFONO O
Soy María Pérez; DNI 97024488; fecha de nacimiento 16 de octubre de 1980.,Soy María Pérez ; DNI 97024488 ; fecha de nacimiento 16 de octubre de 1980 .,O B-NOMBRE B-APELLIDO O O B-DNI O O O O B-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC O
Mi nombre es Lucía García Rojas y mi DNI es 98836768.,Mi nombre es Lucía García Rojas y mi DNI es 98836768 .,O O O B-NOMBRE B-APELLIDO I-APELLIDO O O O O B-DNI O
"Registrar: José Flores Rojas, DNI 77402853, celular +51 967827496.","Registrar : José Flores Rojas , DNI 77402853 , celular + 51 967827496 .",O O B-NOMBRE B-APELLIDO I-APELLIDO O O B-DNI O O B-TELEFONO I-TELEFONO I-TELEFONO O
"Registrar: Juan Ramírez, DNI 66718851, celular +51 936029062.","Registrar : Juan Ramírez , DNI 66718851 , celular + 51 936029062 .",O O B-NOMBRE B-APELLIDO O O B-DNI O O B-TELEFONO I-TELEFONO I-TELEFONO O
"Titular Carlos Pérez, documento 68192155, vive en Av. Ramírez 4178, Lima.","Titular Carlos Pérez , documento 68192155 , vive en Av . Ramírez 4178 , Lima .",O B-NOMBRE B-APELLIDO O O B-DNI O O O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O
"Registrar: Juan Pérez, DNI 45725839, celular +51 942046782.","Registrar : Juan Pérez , DNI 45725839 , celular + 51 942046782 .",O O B-NOMBRE B-APELLIDO O O B-DNI O O B-TELEFONO I-TELEFONO I-TELEFONO O
"Formulario: Ana Rojas, 62732189, +51 923596829, Jr. Ramírez 4495, San Borja, nacido el 25 de marzo de 1979.","Formulario : Ana Rojas , 62732189 , + 51 923596829 , Jr . Ramírez 4495 , San Borja , nacido el 25 de marzo de 1979 .",O O B-NOMBRE B-APELLIDO O B-DNI O B-TELEFONO I-TELEFONO I-TELEFONO O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O O O B-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC O
"María Quispe Pérez; dirección Av. Flores 8345, Surco; DNI 48651837.","María Quispe Pérez ; dirección Av . Flores 8345 , Surco ; DNI 48651837 .",B-NOMBRE B-APELLIDO I-APELLIDO O O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O O B-DNI O
"Contacto José Ramírez — +51 932848229 — Calle Ramírez 1237, Miraflores — 42026965.","Contacto José Ramírez — + 51 932848229 — Calle Ramírez 1237 , Miraflores — 42026965 .",O B-NOMBRE B-APELLIDO O B-TELEFONO I-TELEFONO I-TELEFONO O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O B-DNI O
Para el registro: Lucía García Rojas; DNI 67434792; tel +51 954835989.,Para el registro : Lucía García Rojas ; DNI 67434792 ; tel + 51 954835989 .,O O O O B-NOMBRE B-APELLIDO I-APELLIDO O O B-DNI O O B-TELEFONO I-TELEFONO I-TELEFONO O
El DNI es 10135086; el titular Juan Rojas Pérez; nació el 26 de septiembre de 2006.,El DNI es 10135086 ; el titular Juan Rojas Pérez ; nació el 26 de septiembre de 2006 .,O O O B-DNI O O O B-NOMBRE B-APELLIDO I-APELLIDO O O O B-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC O
Mi nombre es Carlos Quispe y mi DNI es 40640252.,Mi nombre es Carlos Quispe y mi DNI es 40640252 .,O O O B-NOMBRE B-APELLIDO O O O O B-DNI O
"Contacto José Ramírez Quispe — +51 944539524 — Psje. Quispe 6068, San Borja — 83244637.","Contacto José Ramírez Quispe — + 51 944539524 — Psje . Quispe 6068 , San Borja — 83244637 .",O B-NOMBRE B-APELLIDO I-APELLIDO O B-TELEFONO I-TELEFONO I-TELEFONO O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O B-DNI O
Para el registro: José Pérez; DNI 99112118; tel +51 989959344.,Para el registro : José Pérez ; DNI 99112118 ; tel + 51 989959344 .,O O O O B-NOMBRE B-APELLIDO O O B-DNI O O B-TELEFONO I-TELEFONO I-TELEFONO O
El DNI es 98498728; el titular Juan Rojas Flores; nació el 29 de noviembre de 1995.,El DNI es 98498728 ; el titular Juan Rojas Flores ; nació el 29 de noviembre de 1995 .,O O O B-DNI O O O B-NOMBRE B-APELLIDO I-APELLIDO O O O B-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC I-FECHA_NAC O
"Contacto Ana Quispe — +51 921982151 — Jr. Rojas 1868, San Isidro — 37690126.","Contacto Ana Quispe — + 51 921982151 — Jr . Rojas 1868 , San Isidro — 37690126 .",O B-NOMBRE B-APELLIDO O B-TELEFONO I-TELEFONO I-TELEFONO O B-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION I-DIRECCION O B-DNI O
